step,avg_travel_time,vehicle_count,avg_waiting_time
104,100.64751184834124,306,50.42483660130719
105,100.7099131121643,302,51.16556291390729
106,100.77231437598736,302,51.711920529801326
107,100.83432069510269,300,52.11
108,100.89593206951027,298,52.506711409395976
109,100.72064617809299,306,51.173202614379086
110,100.7828999211978,301,52.06644518272425
111,100.8451536643026,301,52.6312292358804
112,100.9066193853428,297,52.841750841750844
113,100.96808510638297,297,53.437710437710436
114,100.79245283018868,302,52.0728476821192
115,100.85455974842768,300,53.03
116,100.91666666666667,300,53.64333333333333
117,100.97877358490567,301,54.079734219269106
118,101.04088050314465,301,54.70764119601329
119,100.86686274509803,309,53.909385113268605
120,100.93039215686275,309,54.53398058252427
121,100.99392156862746,309,55.16828478964401
122,101.05745098039216,309,55.80906148867314
123,101.11980392156863,303,55.884488448844884
124,100.94522691705791,306,54.450980392156865
125,101.00782472613459,305,55.2983606557377
126,101.06924882629107,299,55.62876254180602
127,101.13067292644757,299,56.31772575250836
128,101.19092331768388,293,56.93856655290102
129,101.01619828259173,303,55.75247524752475
130,101.07669789227167,294,57.064625850340136
131,101.1371975019516,294,57.785714285714285
132,101.19652615144419,288,59.083333333333336
133,101.25585480093677,288,59.822916666666664
134,101.07963395638629,294,58.92857142857143
135,101.13960280373831,292,60.04109589041096
136,101.19879283489097,288,61.37847222222222
137,101.25798286604362,288,62.09722222222222
138,101.31639408099689,284,63.58098591549296
139,101.14024864024864,291,62.74914089347079
140,101.1993006993007,286,64.52097902097903
141,101.25835275835276,286,65.21678321678321
142,101.31740481740482,286,65.9090909090909
143,101.37645687645687,286,66.6118881118881
144,101.20096899224806,292,65.92465753424658
145,101.26104651162791,291,66.8213058419244
146,101.32112403100776,291,67.49484536082474
147,101.3812015503876,291,68.16151202749141
148,101.44127906976745,291,68.82817869415807
149,101.26720804331013,297,68.0909090909091
150,101.32830626450117,296,68.96283783783784
151,101.38940448569218,296,69.60135135135135
152,101.45050270688321,296,70.24324324324324
153,101.51160092807424,296,70.88175675675676
154,101.33969907407408,306,69.16993464052288
155,101.40219907407408,303,70.47194719471948
156,101.46469907407408,303,71.08250825082509
157,101.5264274691358,299,71.07023411371237
158,101.58815586419753,299,71.68561872909699
159,101.41628175519631,303,69.79207920792079
160,101.47825250192456,299,70.55852842809365
161,101.53983833718245,297,70.82154882154882
162,101.60142417244033,297,71.42087542087542
163,101.66224018475751,293,71.3617747440273
164,101.49039938556068,300,70.28666666666666
165,101.55184331797236,295,70.45423728813559
166,101.61328725038402,295,71.04406779661016
167,101.67434715821813,293,71.35836177474403
168,101.73502304147465,291,71.58419243986255
169,101.56360153256705,299,70.26421404682274
170,101.6249042145594,293,70.64846416382252
171,101.68620689655172,293,71.25597269624573
172,101.74712643678161,291,71.58762886597938
173,101.80766283524905,289,71.77854671280276
174,101.63589449541284,295,70.20338983050847
175,101.69705657492355,292,70.61986301369863
176,101.75821865443424,292,71.20547945205479
177,101.81899847094802,290,71.62413793103448
178,101.87939602446484,288,71.77430555555556
179,101.7080472921434,294,70.31292517006803
180,101.76906941266209,290,70.92068965517241
181,101.83009153318078,290,71.50689655172414
182,101.89035087719299,286,71.6048951048951
183,101.95061022120518,286,72.2027972027972
184,101.7794901065449,293,69.60068259385666
185,101.84037290715374,289,71.14878892733564
186,101.90125570776256,289,71.74048442906575
187,101.96213850837138,291,71.83848797250859
188,102.02302130898022,291,72.43986254295532
189,101.85288534548215,297,71.57239057239057
190,101.91514806378132,299,71.68896321070234
191,101.97741078208048,299,72.29431438127091
192,102.03967350037965,299,72.90635451505017
193,102.1007972665148,295,72.7864406779661
194,101.93049242424243,299,70.97324414715719
195,101.99185606060605,297,72.0942760942761
196,102.05208333333333,293,72.45051194539249
197,102.1123106060606,293,73.11945392491468
198,102.17140151515152,287,74.1951219512195
199,102.00075585789871,299,71.88628762541806
200,102.06027966742252,291,73.63917525773196
201,102.11980347694633,291,74.33676975945018
202,102.17838246409676,288,75.05208333333333
203,102.23696145124717,288,75.76736111111111
204,102.06485671191554,291,75.23711340206185
205,102.1236802413273,291,75.92096219931271
206,102.18193815987934,288,77.09722222222223
207,102.24019607843137,288,77.80208333333333
208,102.29807692307692,288,78.26736111111111
209,102.12641083521444,296,76.82432432432432
210,102.18491346877352,292,78.39041095890411
211,102.24341610233257,294,78.5374149659864
212,102.30154251316779,292,79.62671232876713
213,102.359668924003,292,80.31506849315069
214,102.18881381381381,303,77.95709570957095
215,102.24793543543544,300,79.39333333333333
216,102.30686936936937,299,80.32775919732441
217,102.36580330330331,300,80.71666666666667
218,102.42473723723724,300,81.37333333333333
219,102.25486891385768,307,80.16612377850163
220,102.31479400749063,306,81.07843137254902
221,102.37471910112359,306,81.71895424836602
222,102.43464419475656,306,82.36928104575163
223,102.49456928838951,307,82.73941368078177
224,102.32642002989536,317,80.74763406940063
225,102.38770553064275,315,81.88888888888889
226,102.44899103139014,315,82.5111111111111
227,102.50952914798206,311,81.7620578778135
228,102.57006726457399,311,82.39228295819936
229,102.40212527964206,316,79.29746835443038
230,102.46290082028337,312,79.69551282051282
231,102.52330350484714,310,79.59032258064516
232,102.58370618941089,310,80.19677419354839
233,102.64336316181954,306,79.37581699346406
234,102.47544642857143,314,77.95222929936305
235,102.53571428571429,309,77.37216828478964
236,102.59598214285714,309,77.957928802589
237,102.65587797619048,307,77.77198697068404
238,102.71540178571429,305,77.77704918032786
239,102.54806978470675,316,75.64556962025317
240,102.60820341499628,309,75.59546925566343
241,102.66833704528582,309,76.18770226537217
242,102.72809948032665,307,75.95765472312704
243,102.78749072011878,305,76.04590163934427
244,102.61962962962963,309,74.34304207119742
245,102.67962962962963,306,74.74509803921569
246,102.73962962962963,306,75.31372549019608
247,102.79925925925926,304,75.0625
248,102.85851851851852,302,75.23841059602648
249,102.6910569105691,306,73.51633986928104
250,102.75092387287509,302,74.18543046357615
251,102.81079083518108,302,74.7748344370861
252,102.869918699187,298,74.24161073825503
253,102.9290465631929,298,74.84228187919463
254,102.76143067846607,302,72.41721854304636
255,102.82116519174042,300,73.50333333333333
256,102.88089970501476,300,74.11
257,102.94063421828909,302,74.23178807947019
258,103.00036873156343,302,74.85099337748345
259,102.83443708609272,308,74.0
260,102.89551140544518,307,74.86319218241043
261,102.95658572479765,308,75.25
262,103.0176600441501,308,75.88311688311688
263,103.0776306107432,303,75.88118811881188
264,102.9113436123348,307,74.04885993485343
265,102.97154919236417,304,75.4407894736842
266,103.03065345080763,299,76.05016722408027
267,103.0897577092511,299,76.7324414715719
268,103.14776064610867,293,77.83276450511946
269,102.98076923076923,302,76.20529801324503
270,103.03901098901099,294,78.10544217687075
271,103.09725274725275,294,78.82312925170068
272,103.15457875457875,289,80.24567474048443
273,103.21190476190476,289,80.98269896193771
274,103.04385964912281,294,79.9795918367347
275,103.1016081871345,291,81.51546391752578
276,103.15862573099415,287,83.12543554006969
277,103.2156432748538,287,83.84668989547038
278,103.27229532163743,285,84.96842105263158
279,103.10412107950401,291,83.91752577319588
280,103.16137855579869,288,85.39583333333333
281,103.21863603209336,288,86.09722222222223
282,103.27571115973741,287,86.98954703832753
283,103.33278628738147,287,87.69337979094077
284,103.16575691411936,294,86.22108843537416
285,103.22379912663756,291,87.78350515463917
286,103.28165938864629,290,88.76206896551724
287,103.33951965065502,290,89.43103448275862
288,103.39737991266375,290,90.09655172413792
289,103.23111837327524,296,88.92567567567568
290,103.289941902687,295,89.87796610169491
291,103.34876543209876,295,90.51864406779661
292,103.40758896151053,295,91.16271186440677
293,103.4664124909223,295,91.80338983050848
294,103.30199275362318,305,89.4032786885246
295,103.36213768115942,303,90.60726072607261
296,103.42228260869565,303,91.21782178217822
297,103.48170289855072,299,90.21404682274247
298,103.54112318840579,299,90.82943143812709
299,103.37725958062184,307,86.33876221498372
300,103.43691250903832,301,87.61129568106313
301,103.49620390455532,299,87.12709030100335
302,103.55549530007231,299,87.7324414715719
303,103.61406362979031,295,86.81694915254238
304,103.45021645021644,305,84.5672131147541
305,103.50937950937951,298,84.54026845637584
306,103.56854256854257,298,85.13758389261746
307,103.62734487734488,296,85.52027027027027
308,103.68578643578644,294,84.98979591836735
309,103.52159827213823,301,82.98338870431894
310,103.58063354931606,297,82.96296296296296
311,103.63966882649387,297,83.57912457912458
312,103.6983441324694,295,84.13898305084746
313,103.75665946724263,293,83.57679180887372
314,103.59249281609195,298,82.19463087248322
315,103.65140086206897,295,81.95593220338984
316,103.71030890804597,295,82.54576271186441
317,103.76885775862068,293,83.18771331058021
318,103.82704741379311,291,82.69759450171821
319,103.66308243727599,296,81.40202702702703
320,103.72186379928316,293,81.33788395904436
321,103.78064516129032,293,81.9283276450512
322,103.83870967741936,289,81.71626297577855
323,103.89677419354838,289,82.31833910034602
324,103.73265379113019,293,79.96245733788396
325,103.79130901287553,292,80.82534246575342
326,103.84996423462088,292,81.42465753424658
327,103.90861945636624,294,81.46938775510205
328,103.9672746781116,294,82.07482993197279
329,103.80496074232691,303,80.23432343234323
330,103.86491791577444,303,80.83828382838284
331,103.92487508922198,303,81.44884488448845
332,103.98483226266953,303,82.06930693069307
333,104.0437187723055,299,82.12040133779264
334,103.88105413105413,303,80.20462046204621
335,103.94017094017094,300,81.65333333333334
336,103.99821937321937,296,82.11486486486487
337,104.05626780626781,296,82.78716216216216
338,104.11342592592592,291,83.80412371134021
339,103.95007107320541,302,81.4205298013245
340,104.00746268656717,295,83.11186440677966
341,104.06485429992892,295,83.81016949152543
342,104.12153518123668,293,84.55631399317406
343,104.17821606254442,293,85.27986348122867
344,104.01400709219858,296,84.64864864864865
345,104.07127659574468,297,85.05723905723906
346,104.12783687943262,293,86.580204778157
347,104.18439716312056,293,87.28668941979522
348,104.24060283687943,293,87.7098976109215
349,104.07678697806087,299,86.63210702341136
350,104.13375796178345,296,87.99662162162163
351,104.19072894550601,298,88.08389261744966
352,104.24734607218684,296,89.20270270270271
353,104.30396319886766,296,89.88851351351352
354,104.14088983050847,305,87.78688524590164
355,104.19844632768361,303,89.01650165016501
356,104.25564971751412,301,90.18936877076412
357,104.31285310734464,303,90.25412541254126
358,104.36987994350282,302,91.19867549668874
359,104.20771670190275,311,89.19935691318328
360,104.26550387596899,309,90.42071197411003
361,104.32329105003524,309,91.06148867313915
362,104.38107822410149,309,91.71197411003236
363,104.43886539816772,311,91.7556270096463
364,104.27795358649789,319,90.07210031347962
365,104.3370253164557,317,91.26813880126183
366,104.3960970464135,317,91.89274447949526
367,104.45446554149086,313,90.49201277955271
368,104.51283403656821,313,91.1182108626198
369,104.35192982456141,314,88.29299363057325
370,104.41052631578947,311,88.04823151125402
371,104.46877192982456,309,87.91909385113269
372,104.52701754385964,309,88.53721682847896
373,104.58456140350877,305,87.27540983606558
374,104.42419467787114,315,85.1047619047619
375,104.48231792717087,308,84.71428571428571
376,104.5404411764706,308,85.30844155844156
377,104.59821428571429,306,84.80392156862744
378,104.65563725490196,304,84.80592105263158
379,104.49493361285815,309,82.43042071197411
380,104.55293501048219,305,82.98032786885246
381,104.61093640810621,305,83.58032786885246
382,104.66858839972048,303,83.15181518151815
383,104.72589098532495,301,83.19269102990033
384,104.56520223152022,305,81.19672131147541
385,104.62308228730822,302,81.60264900662251
386,104.68096234309624,302,82.17549668874172
387,104.73849372384937,300,81.84333333333333
388,104.79567642956765,298,82.0503355704698
389,104.63535142658316,305,79.4032786885246
390,104.69311064718163,301,80.15614617940199
391,104.7508698677801,301,80.75083056478405
392,104.80793319415449,297,80.28619528619528
393,104.86499652052888,297,80.8989898989899
394,104.70451388888888,303,77.84818481848185
395,104.76215277777777,301,78.96345514950166
396,104.81979166666666,301,79.57142857142857
397,104.87743055555555,303,79.64686468646865
398,104.93506944444445,303,80.25082508250826
399,104.77616077616078,310,79.03870967741935
400,104.83506583506583,309,79.90291262135922
401,104.89397089397089,310,80.25806451612904
402,104.95287595287596,310,80.8741935483871
403,105.01074151074151,305,81.13770491803278
404,104.85114107883817,307,79.78501628664495
405,104.90923236514523,306,80.69607843137256
406,104.96628630705395,301,81.33554817275747
407,105.02334024896265,302,81.73841059602648
408,105.07935684647303,296,83.04391891891892
409,104.91959972394756,307,80.75244299674267
410,104.97584541062803,299,82.86622073578596
411,105.0320910973085,299,83.5752508361204
412,105.08747412008282,295,84.84745762711864
413,105.14285714285714,295,85.57627118644068
414,104.9819214876033,298,84.97651006711409
415,105.03805096418733,298,85.68120805369128
416,105.09383608815428,296,86.58108108108108
417,105.14962121212122,296,87.29054054054055
418,105.20506198347107,295,87.98305084745763
419,105.04484536082474,302,86.63245033112582
420,105.10103092783505,299,87.9799331103679
421,105.15721649484536,300,88.37
422,105.21305841924399,298,89.51006711409396
423,105.26890034364261,298,90.20805369127517
424,105.10905349794238,303,89.33993399339934
425,105.16580932784636,303,90.00660066006601
426,105.22222222222223,301,91.2358803986711
427,105.27863511659808,301,91.91029900332227
428,105.33470507544581,299,93.16722408026756
429,105.17590691307323,306,91.68954248366013
430,105.23271731690623,302,93.55629139072848
431,105.28952772073922,302,94.20198675496688
432,105.34633812457221,302,94.86092715231788
433,105.4031485284052,302,95.51324503311258
434,105.24556010928961,311,93.37299035369774
435,105.30362021857924,309,94.6084142394822
436,105.36168032786885,309,95.22977346278317
437,105.41905737704919,305,93.99672131147541
438,105.4764344262295,305,94.61967213114754
439,105.31918882072256,310,90.76129032258065
440,105.37678936605317,305,92.01311475409837
441,105.4340490797546,303,91.1947194719472
442,105.49130879345603,303,91.8085808580858
443,105.54788684389911,299,90.84949832775919
444,105.39081632653061,309,88.50809061488673
445,105.44795918367348,302,88.42384105960265
446,105.50510204081633,302,89.03311258278146
447,105.56190476190476,300,89.54666666666667
448,105.61836734693877,298,88.72147651006712
449,105.4611337406653,306,86.39542483660131
450,105.51816021724372,301,86.43521594684385
451,105.57518669382213,301,87.06312292358804
452,105.63187372708758,299,87.64882943143813
453,105.68822131704006,297,86.82154882154882
454,105.53065718157181,300,85.98666666666666
455,105.58756775067751,298,85.16442953020135
456,105.6444783197832,298,85.76845637583892
457,105.70105013550136,296,86.54729729729729
458,105.75728319783198,294,85.72108843537416
459,105.6002366463827,300,84.22333333333333
460,105.65703177822853,296,84.50675675675676
461,105.71382691007437,296,85.12162162162163
462,105.76994590939825,292,85.07191780821918
463,105.8260649087221,292,85.6917808219178
464,105.66869095816465,294,83.95238095238095
465,105.72537112010797,293,84.84982935153583
466,105.78205128205128,294,85.17687074829932
467,105.8387314439946,295,85.49830508474577
468,105.89541160593792,295,86.11864406779661
469,105.73989898989899,306,83.62418300653594
470,105.79781144781145,304,84.77960526315789
471,105.8557239057239,305,85.11803278688525
472,105.91363636363636,305,85.73770491803279
473,105.97053872053873,300,86.04666666666667
474,105.81434811827957,304,84.04276315789474
475,105.87147177419355,302,85.24834437086092
476,105.92758736559139,297,85.89225589225589
477,105.98370295698925,298,86.2751677852349
478,106.03881048387096,292,87.66095890410959
479,105.88212608987257,303,85.15181518151815
480,105.93745808182427,296,87.04729729729729
481,105.99279007377599,296,87.74324324324324
482,106.04761904761905,294,88.45578231292517
483,106.10244802146211,295,88.86779661016949
484,105.94511378848728,299,88.02341137123746
485,106.00083668005355,300,88.41333333333333
486,106.05622489959839,299,89.1371237458194
487,106.11161311914324,299,89.82943143812709
488,106.16666666666667,298,90.59395973154362
489,106.01035404141616,306,88.8921568627451
490,106.06596526386106,301,90.85382059800665
491,106.12157648630594,302,91.23178807947019
492,106.17685370741484,301,92.03986710963456
493,106.23213092852372,301,92.72425249169436
494,106.07566666666666,306,91.7483660130719
495,106.1315,306,92.40522875816994
496,106.187,304,93.5657894736842
497,106.2425,305,93.91803278688525
498,106.29766666666667,304,94.80263157894737
499,106.14188290086494,310,93.62903225806451
500,106.1979374584165,309,94.55339805825243
501,106.25399201596807,310,94.89677419354838
502,106.31004657351963,310,95.54838709677419
503,106.36610113107119,311,95.88745980707395
504,106.21165338645419,320,93.809375
505,106.26892430278885,319,94.73354231974922
506,106.3261952191235,319,95.35423197492163
507,106.382802124834,315,93.94920634920635
508,106.43940903054448,315,94.58412698412698
509,106.28495692511598,317,91.42902208201893
510,106.34178263750829,315,90.80634920634921
511,106.39827700463883,313,90.71246006389777
512,106.45477137176938,313,91.32907348242811
513,106.51060304837641,309,90.03883495145631
514,106.35664682539682,315,88.93650793650794
515,106.4130291005291,309,88.29773462783172
516,106.46941137566138,309,88.89967637540452
517,106.52546296296296,307,88.33876221498372
518,106.58118386243386,305,88.34098360655737
519,106.42706270627063,311,85.52411575562701
520,106.48333333333333,307,86.1172638436482
521,106.53960396039604,307,86.71661237785017
522,106.59554455445544,305,86.16065573770491
523,106.65115511551156,303,86.22442244224422
524,106.49720026350461,310,83.22903225806452
525,106.55335968379447,306,83.87254901960785
526,106.60951910408433,306,84.43137254901961
527,106.66534914361002,304,83.94736842105263
528,106.72084980237155,302,84.1456953642384
529,106.56706114398422,307,81.91530944625407
530,106.62310979618672,303,82.6996699669967
531,106.67915844838922,303,83.27392739273927
532,106.73454963839579,299,82.70234113712375
533,106.78994082840237,299,83.29765886287625
534,106.63631889763779,305,80.0688524590164
535,106.69225721784777,301,81.72425249169436
536,106.74819553805774,303,81.79537953795379
537,106.80413385826772,303,82.3993399339934
538,106.8600721784777,303,83.01320132013201
539,106.70776031434184,312,81.2275641025641
540,106.76489849377865,311,82.10289389067525
541,106.82203667321545,311,82.72668810289389
542,106.87917485265226,311,83.36012861736334
543,106.93533071381795,307,83.22801302931596
544,106.78202614379084,305,82.84590163934426
545,106.83839869281046,305,83.51147540983607
546,106.89379084967321,301,83.92691029900332
547,106.94918300653595,301,84.60797342192691
548,107.00359477124184,295,85.96949152542373
549,106.85013046314417,304,84.11513157894737
550,106.9047619047619,296,86.28716216216216
551,106.95939334637964,296,87.00675675675676
552,107.01304631441617,291,88.60137457044674
553,107.0666992824527,291,89.34707903780068
554,106.91162109375,291,89.54982817869416
555,106.96549479166667,291,90.27491408934708
556,107.01871744791667,287,91.89895470383276
557,107.07194010416667,287,92.63414634146342
558,107.12467447916667,285,93.88421052631578
559,106.97011046133854,295,91.4
560,107.0237166991553,291,93.33333333333333
561,107.07732293697207,292,93.71575342465754
562,107.13076673164393,291,94.73195876288659
563,107.1842105263158,291,95.43298969072166
564,107.03047989623865,300,93.24333333333334
565,107.0847924773022,297,94.85185185185185
566,107.13910505836576,297,95.52188552188552
567,107.19341763942931,298,95.86241610738254
568,107.24773022049287,298,96.52013422818791
569,107.0948220064725,304,95.26644736842105
570,107.15,304,95.90789473684211
571,107.20517799352751,304,96.54276315789474
572,107.26035598705502,304,97.1842105263158
573,107.31553398058253,304,97.82894736842105
574,107.1640826873385,312,95.9423076923077
575,107.22044573643412,311,96.87781350482315
576,107.27680878552971,311,97.49839228295819
577,107.33252583979328,307,96.3485342019544
578,107.38824289405684,307,96.98045602605863
579,107.23726627981947,313,92.82108626198082
580,107.29319793681496,308,94.10064935064935
581,107.34880722114765,306,93.25490196078431
582,107.40441650548034,306,93.87908496732027
583,107.45938104448743,302,92.82119205298014
584,107.30871943371943,312,90.45833333333333
585,107.36422136422136,304,90.5657894736842
586,107.4197232947233,304,91.1875
587,107.47490347490347,302,91.68543046357615
588,107.5297619047619,300,90.82
589,107.378612716763,306,89.00653594771242
590,107.4340077071291,302,88.70529801324503
591,107.48940269749518,302,89.34105960264901
592,107.54447655748234,300,89.94333333333333
593,107.59922928709057,298,89.04362416107382
594,107.44823717948718,306,86.80392156862744
595,107.50352564102565,302,86.5
596,107.5588141025641,302,87.08940397350993
597,107.61378205128206,300,87.82666666666667
598,107.66842948717948,298,86.93288590604027
599,107.51759436980166,304,85.42105263157895
600,107.57277671145233,300,85.67666666666666
601,107.62795905310301,300,86.26
602,107.68250159948816,296,86.19256756756756
603,107.73704414587333,296,86.7804054054054
604,107.5860472541507,301,84.17607973421927
605,107.6411238825032,299,85.33444816053512
606,107.69620051085569,299,85.92307692307692
607,107.75127713920817,301,85.9468438538206
608,107.80635376756067,301,86.5514950166113
609,107.6567877629063,311,84.35691318327974
610,107.71303377947737,309,85.50485436893204
611,107.76927979604844,311,85.55948553054662
612,107.82536647546208,310,86.10967741935484
613,107.88065646908859,305,86.62622950819672
614,107.73091603053435,312,83.77564102564102
615,107.7864185750636,308,85.5
616,107.84096692111959,302,86.50993377483444
617,107.89551526717557,304,86.60197368421052
618,107.94910941475827,298,87.95637583892618
619,107.79857142857144,307,86.04885993485343
620,107.85238095238095,301,87.60132890365449
621,107.90619047619047,301,88.2890365448505
622,107.95904761904762,295,90.10847457627119
623,108.01190476190476,297,90.21885521885523
624,107.86026615969581,301,89.27906976744185
625,107.91349809885932,298,90.8758389261745
626,107.96609632446135,296,91.82432432432432
627,108.01853612167301,295,92.65762711864407
628,108.07081749049429,294,93.60204081632654
629,107.91919671094244,302,91.8112582781457
630,107.97232764073371,300,92.88333333333334
631,108.02530044275775,299,93.84615384615384
632,108.07811511701455,300,94.22
633,108.1307716635041,299,95.21739130434783
634,107.97964015151516,303,94.64026402640265
635,108.03298611111111,303,95.3069306930693
636,108.08633207070707,303,95.99009900990099
637,108.13967803030303,303,96.66336633663366
638,108.19302398989899,305,96.68852459016394
639,108.04284814114682,311,95.47909967845659
640,108.09703843730308,310,96.44193548387096
641,108.15122873345936,312,96.46794871794872
642,108.20541902961563,312,97.11858974358974
643,108.25960932577189,312,97.76923076923077
644,108.11116352201257,322,95.35093167701864
645,108.16650943396226,319,96.8871473354232
646,108.22185534591195,319,97.51724137931035
647,108.27657232704402,315,96.0
648,108.3312893081761,315,96.63809523809523
649,108.1831450094162,322,91.91304347826087
650,108.23807281858129,316,92.37658227848101
651,108.29268675455116,314,92.34713375796179
652,108.34730069052102,314,92.96178343949045
653,108.40128688010044,310,91.63870967741936
654,108.2531328320802,319,89.65517241379311
655,108.30764411027569,312,89.25961538461539
656,108.36215538847118,312,89.85897435897436
657,108.41635338345864,310,89.22903225806452
658,108.4702380952381,308,89.30844155844156
659,108.32160725453409,313,86.70926517571885
660,108.3760162601626,310,87.06451612903226
661,108.43042526579111,310,87.66129032258064
662,108.48452157598499,308,87.04220779220779
663,108.53830519074421,306,87.19607843137256
664,108.38998127340824,313,84.10862619808307
665,108.4442883895131,309,84.83495145631068
666,108.49859550561797,309,85.39805825242719
667,108.55259051186017,307,84.85342019543974
668,108.6062734082397,305,85.04262295081968
669,108.45809968847352,312,82.29807692307692
670,108.51230529595016,308,83.10064935064935
671,108.56651090342679,308,83.67532467532467
672,108.62009345794392,304,83.11184210526316
673,108.67367601246106,304,83.70394736842105
674,108.52534203980099,307,81.2671009771987
675,108.57944651741293,305,82.4
676,108.63355099502488,307,82.47557003257329
677,108.68765547263682,307,83.0814332247557
678,108.74175995024876,307,83.6970684039088
679,108.59512725015519,317,81.66876971608833
680,108.65037243947859,315,82.80634920634921
681,108.70561762880199,315,83.43174603174603
682,108.76086281812539,315,84.06349206349206
683,108.81517690875233,311,84.0
684,108.66790582403965,314,82.328025477707
685,108.72242874845105,311,83.79099678456592
686,108.77602230483271,307,84.16938110749186
687,108.82961586121438,307,84.85342019543974
688,108.88228004956629,301,86.04318936877077
689,108.73423005565863,310,84.23870967741935
690,108.78710575139146,303,85.91749174917491
691,108.8399814471243,303,86.63366336633663
692,108.89192949907236,299,87.93979933110369
693,108.9438775510204,299,88.67892976588628
694,108.79475308641975,302,88.1092715231788
695,108.84691358024692,300,89.41333333333333
696,108.89845679012346,296,91.11148648648648
697,108.95,296,91.83783783783784
698,109.00123456790124,295,92.82372881355933
699,108.85243376463339,303,91.07590759075907
700,108.9044978434997,299,92.98996655518394
701,108.95656192236599,300,93.38333333333334
